classifier,extractor,window,smoothing_window,smoothing_type,subject,roc_score,test_series
linear-discriminant-analysis,csp,0.5,200,boxcar,6,0.6243073196245258,[8]
linear-discriminant-analysis,csp,0.5,200,boxcar,7,0.7228193919139457,[1]
linear-discriminant-analysis,csp,0.5,200,boxcar,7,0.6478917809163209,[2]
linear-discriminant-analysis,csp,0.5,200,boxcar,7,0.7740041739854199,[3]
linear-discriminant-analysis,csp,0.5,200,boxcar,7,0.734988478417998,[4]
linear-discriminant-analysis,csp,0.5,200,boxcar,7,0.751841148343895,[5]
linear-discriminant-analysis,csp,0.5,200,boxcar,7,0.6471299065850151,[6]
linear-discriminant-analysis,csp,0.5,200,boxcar,7,0.670379736522967,[7]
linear-discriminant-analysis,csp,0.5,200,boxcar,7,0.6658745583606432,[8]
linear-discriminant-analysis,csp,0.5,200,boxcar,8,0.7906193019165233,[1]
linear-discriminant-analysis,csp,0.5,200,boxcar,8,0.7741827090285875,[2]
linear-discriminant-analysis,csp,0.5,200,boxcar,8,0.6921998257683132,[3]
