Movement1,Movement2,SameClass,Subject1,Subject2,Distance
BothStartLoadPhase,HandStart,False,1,2,28.856191340630986
BothStartLoadPhase,HandStart,False,1,3,30.11625656673451
BothStartLoadPhase,HandStart,False,1,4,33.98900836234319
BothStartLoadPhase,HandStart,False,1,5,40.25305131283058
BothStartLoadPhase,HandStart,False,1,6,28.294709563567295
BothStartLoadPhase,HandStart,False,1,7,31.597944686315547
BothStartLoadPhase,HandStart,False,1,8,48.2079474068244
BothStartLoadPhase,HandStart,False,1,9,47.747068189409866
BothStartLoadPhase,HandStart,False,1,10,34.12608066163908
BothStartLoadPhase,HandStart,False,1,11,27.106865295040777
BothStartLoadPhase,HandStart,False,1,12,34.6826956763759
BothStartLoadPhase,HandStart,False,3,1,32.71237778953581
BothStartLoadPhase,HandStart,False,3,2,28.320337690010692
BothStartLoadPhase,HandStart,False,3,4,33.313345250554704
BothStartLoadPhase,HandStart,False,3,5,38.80258841644491
BothStartLoadPhase,HandStart,False,3,6,32.8575138001253
BothStartLoadPhase,HandStart,False,3,7,31.883192557502777
BothStartLoadPhase,HandStart,False,3,8,45.409445143112514
BothStartLoadPhase,HandStart,False,3,9,47.015048164789
BothStartLoadPhase,HandStart,False,3,10,33.73855148760392
BothStartLoadPhase,HandStart,False,3,11,28.93123672082291
BothStartLoadPhase,HandStart,False,3,12,32.597088159339435
BothStartLoadPhase,HandStart,False,2,1,30.3889272678923
BothStartLoadPhase,HandStart,False,2,3,31.11132577830524
BothStartLoadPhase,HandStart,False,2,4,35.28470329925609
BothStartLoadPhase,HandStart,False,2,5,39.90142101145906
BothStartLoadPhase,HandStart,False,2,6,31.721874667702462
BothStartLoadPhase,HandStart,False,2,7,31.825759658286533
BothStartLoadPhase,HandStart,False,2,8,43.45572478372621
BothStartLoadPhase,HandStart,False,2,9,48.57929380294971
BothStartLoadPhase,HandStart,False,2,10,30.16719780475533
BothStartLoadPhase,HandStart,False,2,11,27.267541144954738
BothStartLoadPhase,HandStart,False,2,12,32.740389960416245
BothStartLoadPhase,HandStart,False,5,1,36.41416250063158
BothStartLoadPhase,HandStart,False,5,2,30.9661121447722
BothStartLoadPhase,HandStart,False,5,3,33.698569123032875
BothStartLoadPhase,HandStart,False,5,4,35.10560676215368
BothStartLoadPhase,HandStart,False,5,6,39.74349049046611
BothStartLoadPhase,HandStart,False,5,7,37.53029089107818
BothStartLoadPhase,HandStart,False,5,8,49.506839643608274
BothStartLoadPhase,HandStart,False,5,9,50.35427662398255
BothStartLoadPhase,HandStart,False,5,10,36.448806144756624
BothStartLoadPhase,HandStart,False,5,11,34.9201990320692
BothStartLoadPhase,HandStart,False,5,12,34.79027546040565
BothStartLoadPhase,HandStart,False,4,1,27.623922115196862
BothStartLoadPhase,HandStart,False,4,2,24.246444667649385
BothStartLoadPhase,HandStart,False,4,3,26.465039837540573
BothStartLoadPhase,HandStart,False,4,5,35.067737407715285
BothStartLoadPhase,HandStart,False,4,6,30.30430890960959
BothStartLoadPhase,HandStart,False,4,7,27.829246527740754
BothStartLoadPhase,HandStart,False,4,8,44.107985328104476
BothStartLoadPhase,HandStart,False,4,9,43.08135539165804
BothStartLoadPhase,HandStart,False,4,10,30.714864504441532
BothStartLoadPhase,HandStart,False,4,11,21.95862924972554
BothStartLoadPhase,HandStart,False,4,12,32.17277526719014
BothStartLoadPhase,HandStart,False,6,1,28.126687121856875
BothStartLoadPhase,HandStart,False,6,2,25.57469028845792
BothStartLoadPhase,HandStart,False,6,3,25.283893445855693
BothStartLoadPhase,HandStart,False,6,4,31.64705384350706
BothStartLoadPhase,HandStart,False,6,5,33.957988524190306
BothStartLoadPhase,HandStart,False,6,7,28.666195987678776
BothStartLoadPhase,HandStart,False,6,8,41.648013568727386
BothStartLoadPhase,HandStart,False,6,9,40.929337760660154
BothStartLoadPhase,HandStart,False,6,10,30.492921897485775
BothStartLoadPhase,HandStart,False,6,11,23.037505984568888
BothStartLoadPhase,HandStart,False,6,12,32.085155564410385
BothStartLoadPhase,HandStart,False,10,1,31.066786908426202
BothStartLoadPhase,HandStart,False,10,2,30.109577443118972
BothStartLoadPhase,HandStart,False,10,3,27.16179300143691
BothStartLoadPhase,HandStart,False,10,4,31.91903437954106
BothStartLoadPhase,HandStart,False,10,5,36.073215187428026
BothStartLoadPhase,HandStart,False,10,6,36.21920172445992
BothStartLoadPhase,HandStart,False,10,7,36.08613718172463
BothStartLoadPhase,HandStart,False,10,8,41.67433831269166
BothStartLoadPhase,HandStart,False,10,9,46.29565642753875
BothStartLoadPhase,HandStart,False,10,11,29.765987454910057
BothStartLoadPhase,HandStart,False,10,12,30.68206464534915
BothStartLoadPhase,HandStart,False,7,1,28.104987311021677
BothStartLoadPhase,HandStart,False,7,2,27.494139110376
BothStartLoadPhase,HandStart,False,7,3,27.866227629037557
BothStartLoadPhase,HandStart,False,7,4,34.34037561064348
BothStartLoadPhase,HandStart,False,7,5,36.44560576080167
BothStartLoadPhase,HandStart,False,7,6,27.03166695381614
BothStartLoadPhase,HandStart,False,7,8,45.67985216048787
BothStartLoadPhase,HandStart,False,7,9,45.31460121734661
BothStartLoadPhase,HandStart,False,7,10,33.05162175843123
BothStartLoadPhase,HandStart,False,7,11,22.506465060902038
BothStartLoadPhase,HandStart,False,7,12,34.10736490719508
BothStartLoadPhase,HandStart,False,9,1,31.083453532303288
BothStartLoadPhase,HandStart,False,9,2,25.78128545091242
BothStartLoadPhase,HandStart,False,9,3,25.466055161120728
BothStartLoadPhase,HandStart,False,9,4,25.456115212954774
BothStartLoadPhase,HandStart,False,9,5,30.25989894071707
BothStartLoadPhase,HandStart,False,9,6,44.28442730166812
BothStartLoadPhase,HandStart,False,9,7,34.168369207558996
BothStartLoadPhase,HandStart,False,9,8,42.59229740579644
BothStartLoadPhase,HandStart,False,9,10,29.583593913393972
BothStartLoadPhase,HandStart,False,9,11,28.47277233738477
BothStartLoadPhase,HandStart,False,9,12,27.08548890098365
BothStartLoadPhase,HandStart,False,8,1,36.11358504920833
BothStartLoadPhase,HandStart,False,8,2,31.096968823670515
BothStartLoadPhase,HandStart,False,8,3,33.34350036383245
BothStartLoadPhase,HandStart,False,8,4,36.27013446361164
BothStartLoadPhase,HandStart,False,8,5,39.49254141496815
BothStartLoadPhase,HandStart,False,8,6,34.202757269208455
BothStartLoadPhase,HandStart,False,8,7,33.7825774119199
BothStartLoadPhase,HandStart,False,8,9,48.447154728631595
BothStartLoadPhase,HandStart,False,8,10,35.712799778393034
BothStartLoadPhase,HandStart,False,8,11,31.512066459048494
BothStartLoadPhase,HandStart,False,8,12,34.93163737722386
BothStartLoadPhase,HandStart,False,11,1,28.83526983096286
BothStartLoadPhase,HandStart,False,11,2,25.13663329020229
BothStartLoadPhase,HandStart,False,11,3,24.559595101580793
BothStartLoadPhase,HandStart,False,11,4,28.426014983731744
BothStartLoadPhase,HandStart,False,11,5,31.73213363099175
BothStartLoadPhase,HandStart,False,11,6,35.441011850930145
BothStartLoadPhase,HandStart,False,11,7,32.51613124315274
BothStartLoadPhase,HandStart,False,11,8,43.58352381286757
BothStartLoadPhase,HandStart,False,11,9,38.09079376119136
BothStartLoadPhase,HandStart,False,11,10,28.48522361857821
BothStartLoadPhase,HandStart,False,11,12,30.743373158541402
BothStartLoadPhase,HandStart,False,12,1,31.107103068631535
BothStartLoadPhase,HandStart,False,12,2,26.25439198520591
BothStartLoadPhase,HandStart,False,12,3,30.71944010579063
BothStartLoadPhase,HandStart,False,12,4,30.70816092798102
BothStartLoadPhase,HandStart,False,12,5,37.1319992967963
BothStartLoadPhase,HandStart,False,12,6,33.08954074306319
BothStartLoadPhase,HandStart,False,12,7,31.374361191530696
BothStartLoadPhase,HandStart,False,12,8,45.45266209258441
BothStartLoadPhase,HandStart,False,12,9,46.63372839979459
BothStartLoadPhase,HandStart,False,12,10,30.584618232339114
BothStartLoadPhase,HandStart,False,12,11,26.337281772019928
BothStartLoadPhase,LiftOff,False,2,1,23.384573320990285
BothStartLoadPhase,LiftOff,False,2,3,22.07219191869877
BothStartLoadPhase,LiftOff,False,2,4,24.579228963581382
BothStartLoadPhase,LiftOff,False,2,5,29.941800732467417
BothStartLoadPhase,LiftOff,False,2,6,27.698152154060566
BothStartLoadPhase,LiftOff,False,2,7,25.845742994380398
BothStartLoadPhase,LiftOff,False,2,8,27.724229048356914
BothStartLoadPhase,LiftOff,False,2,9,34.04524011552549
BothStartLoadPhase,LiftOff,False,2,10,27.434815557773277
BothStartLoadPhase,LiftOff,False,2,11,27.815789918982613
BothStartLoadPhase,LiftOff,False,2,12,25.21141658665465
BothStartLoadPhase,LiftOff,False,4,1,22.330743023696254
BothStartLoadPhase,LiftOff,False,4,2,25.113978522433868
BothStartLoadPhase,LiftOff,False,4,3,24.721372990144822
BothStartLoadPhase,LiftOff,False,4,5,31.63190743755469
BothStartLoadPhase,LiftOff,False,4,6,26.5326512661418
BothStartLoadPhase,LiftOff,False,4,7,25.12385217827947
BothStartLoadPhase,LiftOff,False,4,8,26.365162278738676
BothStartLoadPhase,LiftOff,False,4,9,29.74509776166223
BothStartLoadPhase,LiftOff,False,4,10,28.840200039356784
BothStartLoadPhase,LiftOff,False,4,11,21.268238231132955
BothStartLoadPhase,LiftOff,False,4,12,28.79504951463946
BothStartLoadPhase,LiftOff,False,1,2,21.38978421839691
BothStartLoadPhase,LiftOff,False,1,3,23.200596148399164
BothStartLoadPhase,LiftOff,False,1,4,25.19410914329127
BothStartLoadPhase,LiftOff,False,1,5,31.526260041882583
BothStartLoadPhase,LiftOff,False,1,6,29.9774901883334
BothStartLoadPhase,LiftOff,False,1,7,26.382464696898612
BothStartLoadPhase,LiftOff,False,1,8,29.164061591400355
BothStartLoadPhase,LiftOff,False,1,9,33.8921129491329
BothStartLoadPhase,LiftOff,False,1,10,26.391205099315993
BothStartLoadPhase,LiftOff,False,1,11,27.933801840734482
BothStartLoadPhase,LiftOff,False,1,12,24.77599126432562
BothStartLoadPhase,LiftOff,False,5,1,28.07570491558268
BothStartLoadPhase,LiftOff,False,5,2,28.953672074125247
BothStartLoadPhase,LiftOff,False,5,3,26.57274073112263
BothStartLoadPhase,LiftOff,False,5,4,29.311920773134634
BothStartLoadPhase,LiftOff,False,5,6,36.03739792675701
BothStartLoadPhase,LiftOff,False,5,7,31.671575356646027
BothStartLoadPhase,LiftOff,False,5,8,31.43963586360812
BothStartLoadPhase,LiftOff,False,5,9,37.0015312396376
BothStartLoadPhase,LiftOff,False,5,10,33.99510232695722
BothStartLoadPhase,LiftOff,False,5,11,31.877566490364817
BothStartLoadPhase,LiftOff,False,5,12,35.59963354420015
BothStartLoadPhase,LiftOff,False,11,1,24.76406825177096
BothStartLoadPhase,LiftOff,False,11,2,28.177604532193286
BothStartLoadPhase,LiftOff,False,11,3,29.220633998973636
BothStartLoadPhase,LiftOff,False,11,4,24.572229201105035
BothStartLoadPhase,LiftOff,False,11,5,35.33711081638686
BothStartLoadPhase,LiftOff,False,11,6,24.019048073705147
BothStartLoadPhase,LiftOff,False,11,7,28.70546386830224
BothStartLoadPhase,LiftOff,False,11,8,27.09405074072586
BothStartLoadPhase,LiftOff,False,11,9,27.626897898526117
BothStartLoadPhase,LiftOff,False,11,10,29.087331707797688
BothStartLoadPhase,LiftOff,False,11,12,32.239253460030966
BothStartLoadPhase,LiftOff,False,10,1,24.222508055213616
BothStartLoadPhase,LiftOff,False,10,2,22.43980692264405
BothStartLoadPhase,LiftOff,False,10,3,24.899849904618982
BothStartLoadPhase,LiftOff,False,10,4,25.87485624113356
BothStartLoadPhase,LiftOff,False,10,5,32.82662843792461
BothStartLoadPhase,LiftOff,False,10,6,26.521023422008813
BothStartLoadPhase,LiftOff,False,10,7,28.865403741022696
BothStartLoadPhase,LiftOff,False,10,8,28.573510504143925
BothStartLoadPhase,LiftOff,False,10,9,31.852350565818618
BothStartLoadPhase,LiftOff,False,10,11,27.63718625220792
BothStartLoadPhase,LiftOff,False,10,12,28.349866043402802
BothStartLoadPhase,LiftOff,False,6,1,27.816637062094106
BothStartLoadPhase,LiftOff,False,6,2,29.642472345641398
BothStartLoadPhase,LiftOff,False,6,3,28.10286373850002
BothStartLoadPhase,LiftOff,False,6,4,24.6463070983389
BothStartLoadPhase,LiftOff,False,6,5,35.3392578022272
BothStartLoadPhase,LiftOff,False,6,7,28.050902161664407
BothStartLoadPhase,LiftOff,False,6,8,28.24980204848846
BothStartLoadPhase,LiftOff,False,6,9,28.541466890828364
BothStartLoadPhase,LiftOff,False,6,10,27.527008125406915
BothStartLoadPhase,LiftOff,False,6,11,24.63851156267928
BothStartLoadPhase,LiftOff,False,6,12,29.442584435089337
BothStartLoadPhase,LiftOff,False,8,1,26.88677714824128
BothStartLoadPhase,LiftOff,False,8,2,25.564785313500558
BothStartLoadPhase,LiftOff,False,8,3,25.458470875324284
BothStartLoadPhase,LiftOff,False,8,4,28.3812063482113
BothStartLoadPhase,LiftOff,False,8,5,33.486941918909324
BothStartLoadPhase,LiftOff,False,8,6,30.769093349412906
BothStartLoadPhase,LiftOff,False,8,7,31.08955281577474
BothStartLoadPhase,LiftOff,False,8,9,35.059092696465555
BothStartLoadPhase,LiftOff,False,8,10,29.35135919532412
BothStartLoadPhase,LiftOff,False,8,11,27.738748745869255
BothStartLoadPhase,LiftOff,False,8,12,32.236866517511736
BothStartLoadPhase,LiftOff,False,7,1,23.530455483785552
BothStartLoadPhase,LiftOff,False,7,2,22.45827713354004
BothStartLoadPhase,LiftOff,False,7,3,26.041845217134615
BothStartLoadPhase,LiftOff,False,7,4,23.574714110861347
BothStartLoadPhase,LiftOff,False,7,5,33.60019090000613
BothStartLoadPhase,LiftOff,False,7,6,24.940870361416284
BothStartLoadPhase,LiftOff,False,7,8,26.30326696413354
BothStartLoadPhase,LiftOff,False,7,9,27.679332661309044
BothStartLoadPhase,LiftOff,False,7,10,29.061320304287197
BothStartLoadPhase,LiftOff,False,7,11,21.869783468762257
BothStartLoadPhase,LiftOff,False,7,12,25.452280789781174
BothStartLoadPhase,LiftOff,False,9,1,27.22063350269759
BothStartLoadPhase,LiftOff,False,9,2,32.32187326035985
BothStartLoadPhase,LiftOff,False,9,3,31.38787064679478
BothStartLoadPhase,LiftOff,False,9,4,30.15141411295006
BothStartLoadPhase,LiftOff,False,9,5,34.886930465321726
BothStartLoadPhase,LiftOff,False,9,6,30.92583581367996
BothStartLoadPhase,LiftOff,False,9,7,35.30253586060166
BothStartLoadPhase,LiftOff,False,9,8,28.0236902320619
BothStartLoadPhase,LiftOff,False,9,10,28.89753756701436
BothStartLoadPhase,LiftOff,False,9,11,27.7130631416458
BothStartLoadPhase,LiftOff,False,9,12,34.19323894139697
BothStartLoadPhase,LiftOff,False,12,1,24.99909583467738
BothStartLoadPhase,LiftOff,False,12,2,23.253481648131064
BothStartLoadPhase,LiftOff,False,12,3,25.431787392399944
BothStartLoadPhase,LiftOff,False,12,4,24.57553019384644
BothStartLoadPhase,LiftOff,False,12,5,33.72824907276047
BothStartLoadPhase,LiftOff,False,12,6,27.435166004663913
BothStartLoadPhase,LiftOff,False,12,7,26.571878072179636
BothStartLoadPhase,LiftOff,False,12,8,25.318505843839343
BothStartLoadPhase,LiftOff,False,12,9,31.855385121346014
BothStartLoadPhase,LiftOff,False,12,10,28.609054866861584
BothStartLoadPhase,LiftOff,False,12,11,25.660219309555963
BothStartLoadPhase,LiftOff,False,3,1,24.706098832031717
BothStartLoadPhase,LiftOff,False,3,2,21.281066909922913
BothStartLoadPhase,LiftOff,False,3,4,25.146164670348593
BothStartLoadPhase,LiftOff,False,3,5,30.999084023815016
BothStartLoadPhase,LiftOff,False,3,6,29.968421180125265
BothStartLoadPhase,LiftOff,False,3,7,28.820718553625746
BothStartLoadPhase,LiftOff,False,3,8,27.4763114888323
BothStartLoadPhase,LiftOff,False,3,9,33.065395680110605
BothStartLoadPhase,LiftOff,False,3,10,26.620804972808457
BothStartLoadPhase,LiftOff,False,3,11,27.167303060441252
BothStartLoadPhase,LiftOff,False,3,12,26.156359765985876
BothStartLoadPhase,Replace,False,3,1,29.89874449295714
BothStartLoadPhase,Replace,False,3,2,23.497985929977293
BothStartLoadPhase,Replace,False,3,4,23.193405045892778
BothStartLoadPhase,Replace,False,3,5,38.08561582023189
BothStartLoadPhase,Replace,False,3,6,31.662597922625174
BothStartLoadPhase,Replace,False,3,7,27.319488821932318
BothStartLoadPhase,Replace,False,3,8,26.13668287469596
BothStartLoadPhase,Replace,False,3,9,28.42081923667313
BothStartLoadPhase,Replace,False,3,10,27.26379760238635
BothStartLoadPhase,Replace,False,3,11,28.141586426311385
BothStartLoadPhase,Replace,False,3,12,25.874355285814424
BothStartLoadPhase,Replace,False,1,2,21.856597584613297
BothStartLoadPhase,Replace,False,1,3,33.72560689300808
BothStartLoadPhase,Replace,False,1,4,23.501353595965362
BothStartLoadPhase,Replace,False,1,5,38.576922973023215
BothStartLoadPhase,Replace,False,1,6,25.78585623536424
BothStartLoadPhase,Replace,False,1,7,24.4768979733669
BothStartLoadPhase,Replace,False,1,8,27.382934788324935
BothStartLoadPhase,Replace,False,1,9,30.825093598418363
BothStartLoadPhase,Replace,False,1,10,28.098351991274313
BothStartLoadPhase,Replace,False,1,11,28.60876778018304
BothStartLoadPhase,Replace,False,1,12,26.447176593824732
BothStartLoadPhase,Replace,False,2,1,29.236386404299378
BothStartLoadPhase,Replace,False,2,3,33.43817653949816
BothStartLoadPhase,Replace,False,2,4,22.852983068277606
BothStartLoadPhase,Replace,False,2,5,37.85255994480377
BothStartLoadPhase,Replace,False,2,6,28.10715813474142
BothStartLoadPhase,Replace,False,2,7,25.85972987924755
BothStartLoadPhase,Replace,False,2,8,25.592037864940966
BothStartLoadPhase,Replace,False,2,9,28.585152876379187
BothStartLoadPhase,Replace,False,2,10,26.299186413970027
BothStartLoadPhase,Replace,False,2,11,27.96508340605357
BothStartLoadPhase,Replace,False,2,12,24.238855779375474
BothStartLoadPhase,Replace,False,5,1,34.25936819686667
BothStartLoadPhase,Replace,False,5,2,30.72273783462177
BothStartLoadPhase,Replace,False,5,3,33.479901385609075
BothStartLoadPhase,Replace,False,5,4,29.37196927722351
BothStartLoadPhase,Replace,False,5,6,37.89794469007903
BothStartLoadPhase,Replace,False,5,7,32.42108667894513
BothStartLoadPhase,Replace,False,5,8,29.872236809583843
BothStartLoadPhase,Replace,False,5,9,29.878267478393653
BothStartLoadPhase,Replace,False,5,10,33.39482651680231
BothStartLoadPhase,Replace,False,5,11,32.48891104697342
BothStartLoadPhase,Replace,False,5,12,30.535935139450217
BothStartLoadPhase,Replace,False,4,1,25.775134306731026
BothStartLoadPhase,Replace,False,4,2,21.721212371291806
BothStartLoadPhase,Replace,False,4,3,29.52276610331754
BothStartLoadPhase,Replace,False,4,5,36.19421188769372
BothStartLoadPhase,Replace,False,4,6,29.213291901618977
BothStartLoadPhase,Replace,False,4,7,21.879230776756074
BothStartLoadPhase,Replace,False,4,8,29.052027889458785
BothStartLoadPhase,Replace,False,4,9,27.211188238781588
BothStartLoadPhase,Replace,False,4,10,26.81848774191257
BothStartLoadPhase,Replace,False,4,11,23.926025663771032
BothStartLoadPhase,Replace,False,4,12,26.695029438150655
BothStartLoadPhase,Replace,False,6,1,26.460455786356214
BothStartLoadPhase,Replace,False,6,2,23.31955791795456
BothStartLoadPhase,Replace,False,6,3,29.391418249368634
BothStartLoadPhase,Replace,False,6,4,25.699825110260416
BothStartLoadPhase,Replace,False,6,5,37.254225672561276
BothStartLoadPhase,Replace,False,6,7,25.819180014150415
BothStartLoadPhase,Replace,False,6,8,31.596310060285628
BothStartLoadPhase,Replace,False,6,9,27.138921889672375
BothStartLoadPhase,Replace,False,6,10,27.810519160180704
BothStartLoadPhase,Replace,False,6,11,22.634142056065883
BothStartLoadPhase,Replace,False,6,12,26.838241184756644
BothStartLoadPhase,Replace,False,8,1,33.61440947132545
BothStartLoadPhase,Replace,False,8,2,23.41545730505207
BothStartLoadPhase,Replace,False,8,3,35.42417546817898
BothStartLoadPhase,Replace,False,8,4,27.840038881467574
BothStartLoadPhase,Replace,False,8,5,39.148914394970284
BothStartLoadPhase,Replace,False,8,6,30.77862569952598
BothStartLoadPhase,Replace,False,8,7,29.248153176597636
BothStartLoadPhase,Replace,False,8,9,31.42974273536603
BothStartLoadPhase,Replace,False,8,10,31.26540942326922
BothStartLoadPhase,Replace,False,8,11,31.08186451978751
BothStartLoadPhase,Replace,False,8,12,28.375955617057816
BothStartLoadPhase,Replace,False,10,1,26.76739290986499
BothStartLoadPhase,Replace,False,10,2,22.499651796558673
BothStartLoadPhase,Replace,False,10,3,30.096637870039316
BothStartLoadPhase,Replace,False,10,4,24.19906023199384
BothStartLoadPhase,Replace,False,10,5,38.88172611184869
BothStartLoadPhase,Replace,False,10,6,30.506313311809016
BothStartLoadPhase,Replace,False,10,7,29.91287448562148
BothStartLoadPhase,Replace,False,10,8,26.833946836387216
BothStartLoadPhase,Replace,False,10,9,24.793323985213966
BothStartLoadPhase,Replace,False,10,11,26.244392534009567
BothStartLoadPhase,Replace,False,10,12,23.838658445884302
BothStartLoadPhase,Replace,False,12,1,28.98123059537995
BothStartLoadPhase,Replace,False,12,2,22.121825987973114
BothStartLoadPhase,Replace,False,12,3,30.25905893129423
BothStartLoadPhase,Replace,False,12,4,22.995182608164082
BothStartLoadPhase,Replace,False,12,5,37.82261075804201
BothStartLoadPhase,Replace,False,12,6,28.378935151185317
BothStartLoadPhase,Replace,False,12,7,25.362649320318443
BothStartLoadPhase,Replace,False,12,8,24.471896736480886
BothStartLoadPhase,Replace,False,12,9,27.313152514506903
BothStartLoadPhase,Replace,False,12,10,27.487837411324286
BothStartLoadPhase,Replace,False,12,11,26.938353527618734
BothStartLoadPhase,Replace,False,7,1,28.332438620268483
BothStartLoadPhase,Replace,False,7,2,21.61047727807394
BothStartLoadPhase,Replace,False,7,3,31.03160047351477
BothStartLoadPhase,Replace,False,7,4,22.159107113585705
BothStartLoadPhase,Replace,False,7,5,37.64355511532918
BothStartLoadPhase,Replace,False,7,6,25.177376039409022
BothStartLoadPhase,Replace,False,7,8,31.707180785374106
BothStartLoadPhase,Replace,False,7,9,28.941792660407533
BothStartLoadPhase,Replace,False,7,10,29.072540167634813
BothStartLoadPhase,Replace,False,7,11,27.305988366853747
BothStartLoadPhase,Replace,False,7,12,27.64428630287288
BothStartLoadPhase,Replace,False,11,1,29.55445787567654
BothStartLoadPhase,Replace,False,11,2,25.73880432978862
BothStartLoadPhase,Replace,False,11,3,26.927242637848156
BothStartLoadPhase,Replace,False,11,4,23.738268938070064
BothStartLoadPhase,Replace,False,11,5,38.14308982833845
BothStartLoadPhase,Replace,False,11,6,31.05296923396659
BothStartLoadPhase,Replace,False,11,7,25.935621615397615
BothStartLoadPhase,Replace,False,11,8,33.12832183182123
BothStartLoadPhase,Replace,False,11,9,23.99298649056075
BothStartLoadPhase,Replace,False,11,10,29.52867923999469
BothStartLoadPhase,Replace,False,11,12,25.818421242812544
BothStartLoadPhase,Replace,False,9,1,31.70456460305325
BothStartLoadPhase,Replace,False,9,2,29.843548065044182
BothStartLoadPhase,Replace,False,9,3,25.036603686357527
BothStartLoadPhase,Replace,False,9,4,28.517712518420677
BothStartLoadPhase,Replace,False,9,5,38.67798203515207
BothStartLoadPhase,Replace,False,9,6,39.06634221472155
BothStartLoadPhase,Replace,False,9,7,32.58682419835601
BothStartLoadPhase,Replace,False,9,8,33.86517920780539
BothStartLoadPhase,Replace,False,9,10,26.66146497189015
BothStartLoadPhase,Replace,False,9,11,22.855551759642058
BothStartLoadPhase,Replace,False,9,12,28.79721436211232
FirstDigitTouch,BothReleased,False,1,2,22.801146588906583
FirstDigitTouch,BothReleased,False,1,3,28.202533255045303
FirstDigitTouch,BothReleased,False,1,4,23.87522705327728
FirstDigitTouch,BothReleased,False,1,5,35.94545763107935
FirstDigitTouch,BothReleased,False,1,6,27.605370563410617
FirstDigitTouch,BothReleased,False,1,7,26.622337860414273
FirstDigitTouch,BothReleased,False,1,8,24.70798178504637
FirstDigitTouch,BothReleased,False,1,9,32.19888658041757
FirstDigitTouch,BothReleased,False,1,10,29.30761887199437
FirstDigitTouch,BothReleased,False,1,11,32.029013789660056
FirstDigitTouch,BothReleased,False,1,12,24.919203420708804
FirstDigitTouch,BothReleased,False,5,1,34.18125422798608
FirstDigitTouch,BothReleased,False,5,2,30.802735578805766
FirstDigitTouch,BothReleased,False,5,3,31.062274386372767
FirstDigitTouch,BothReleased,False,5,4,34.46819075966707
FirstDigitTouch,BothReleased,False,5,6,41.112605787351
FirstDigitTouch,BothReleased,False,5,7,34.79457267959066
FirstDigitTouch,BothReleased,False,5,8,31.23889730791047
FirstDigitTouch,BothReleased,False,5,9,38.91488485270686
FirstDigitTouch,BothReleased,False,5,10,35.10888053879693
FirstDigitTouch,BothReleased,False,5,11,40.320269872374254
FirstDigitTouch,BothReleased,False,5,12,31.598946929286456
FirstDigitTouch,BothReleased,False,2,1,23.943884200332583
FirstDigitTouch,BothReleased,False,2,3,26.397254029448764
FirstDigitTouch,BothReleased,False,2,4,25.7021845128389
FirstDigitTouch,BothReleased,False,2,5,38.58737852581908
FirstDigitTouch,BothReleased,False,2,6,27.738403528597264
FirstDigitTouch,BothReleased,False,2,7,24.201547891133192
FirstDigitTouch,BothReleased,False,2,8,25.407206051312624
FirstDigitTouch,BothReleased,False,2,9,31.052352930560392
FirstDigitTouch,BothReleased,False,2,10,31.633372215071503
FirstDigitTouch,BothReleased,False,2,11,33.719248650669485
FirstDigitTouch,BothReleased,False,2,12,21.99209498404888
FirstDigitTouch,BothReleased,False,7,1,23.532907431055957
FirstDigitTouch,BothReleased,False,7,2,29.822221520796337
FirstDigitTouch,BothReleased,False,7,3,25.270436959264636
FirstDigitTouch,BothReleased,False,7,4,26.990094211056316
FirstDigitTouch,BothReleased,False,7,5,37.20357773813874
FirstDigitTouch,BothReleased,False,7,6,30.345366959181618
FirstDigitTouch,BothReleased,False,7,8,31.477104817741985
FirstDigitTouch,BothReleased,False,7,9,29.19129349630264
FirstDigitTouch,BothReleased,False,7,10,30.88590519280727
FirstDigitTouch,BothReleased,False,7,11,31.370641638872804
FirstDigitTouch,BothReleased,False,7,12,28.13891670205739
FirstDigitTouch,BothReleased,False,3,1,24.299631383346437
FirstDigitTouch,BothReleased,False,3,2,26.439341248742743
FirstDigitTouch,BothReleased,False,3,4,24.634943410360027
FirstDigitTouch,BothReleased,False,3,5,39.32580627756855
FirstDigitTouch,BothReleased,False,3,6,34.089280235676625
FirstDigitTouch,BothReleased,False,3,7,26.94663359848191
FirstDigitTouch,BothReleased,False,3,8,29.18000830569561
FirstDigitTouch,BothReleased,False,3,9,25.962575972999957
FirstDigitTouch,BothReleased,False,3,10,28.435825483841377
FirstDigitTouch,BothReleased,False,3,11,32.27175049266664
FirstDigitTouch,BothReleased,False,3,12,24.403281489068224
FirstDigitTouch,BothReleased,False,11,1,25.515113270729206
FirstDigitTouch,BothReleased,False,11,2,30.738030852807096
FirstDigitTouch,BothReleased,False,11,3,27.377236881074392
FirstDigitTouch,BothReleased,False,11,4,27.422251348593605
FirstDigitTouch,BothReleased,False,11,5,35.04685300712426
FirstDigitTouch,BothReleased,False,11,6,32.07953884845354
FirstDigitTouch,BothReleased,False,11,7,26.009987385383933
FirstDigitTouch,BothReleased,False,11,8,32.30459525406978
FirstDigitTouch,BothReleased,False,11,9,28.79398270694376
FirstDigitTouch,BothReleased,False,11,10,28.624533819436795
FirstDigitTouch,BothReleased,False,11,12,27.978298020298446
FirstDigitTouch,BothReleased,False,10,1,23.77651826286141
FirstDigitTouch,BothReleased,False,10,2,23.78570112386527
FirstDigitTouch,BothReleased,False,10,3,26.290886413677388
